Tour,Id_phrase,phrase,lemmes,accord
56,frau-upn_2010040-04_CR_CA_1991-09-23_TEI.s275,"Mlle JULLIEN signale que dans le compte rendu du Conseil d' Administration du 13 mai , il a été écrit que "" les textes prévoyaient une limitation du mandat du Directeur du Service Commun des Bibliothèques et de la Documentation "" .","Mlle JULLIEN signaler que dans le compte rendre de+le conseil de administration de+le 13 mai , il_expl avoir être écrire que "" le texte prévoir un limitation de+le mandat de+le directeur de+le service commun de+le Bibliothèques et de le documentation "" .",A
56,frau-upn_2010040-04_CR_CA_1991-09-23_TEI.s276,"Or , le Directeur de ce service commun bénéficie d' un mandat illimité .","or , le directeur de ce service commun bénéficier de un mandat illimité .",A
57,frau-upn_2010040-04_CR_CA_1991-09-23_TEI.s277,"Mme ULLMO fait observer que , dans le compte rendu du Conseil d' Administration du 24 juin , il est noté que "" Mme ULLMO s' inquiète des appauvrissements des modules de l' UFR d' Anglais "" .","Monsieur ULLMO faire observer que , dans le compte rendre de+le conseil de administration de+le 24 juin , lui être noter que "" Monsieur ULLMO se_expl inquiéter de+le appauvrissement de+le module de le UFR de anglais "" .",A
57,frau-upn_2010040-04_CR_CA_1991-09-23_TEI.s278,"Cependant , Mme ULLMO a précisé que l' adoption d' un système où il y aurait 12 modules appauvrirait l' ensemble des formations .","cependant , Monsieur ULLMO avoir préciser que le adoption de un système où lui y avoir 12 module appauvrir le ensemble de+le formation .",A
58,frau-upn_2010040-04_CR_CA_1991-09-23_TEI.s280,Mlle SIMONNET demande si les étudiants qui le souhaitent peuvent se faire rembourser les droits spécifiques à l' agence comptable .,Mlle SIMONNET demander si le étudiant qui lui souhaiter pouvoir soi faire rembourser le droit spécifique à le agence comptable .,A
59,frau-upn_2010040-04_CR_CA_1991-09-23_TEI.s281,M. ROSSETTI précise que la possibilité du remboursement lui semblait acquise .,Monsieur ROSSETTI préciser que le possibilité de+le remboursement lui sembler acquérir .,A
60,frau-upn_2010040-04_CR_CA_1991-09-23_TEI.s282,"Mme MOUTEL indique que le programme informatique , tel qu' il est conçu , ne permet pas de dissocier les droits .","Monsieur MOUTEL indiquer que le programme informatique , tel que lui être concevoir , ne permettre pas de dissocier le droit .",A
61,frau-upn_2010040-04_CR_CA_1991-09-23_TEI.s283,"M. ZIGHERA rappelle qu' à partir du moment où les recettes ont été acquises dans le budget , il y a obligation pour l' Université de percevoir ces recettes .","Monsieur ZIGHERA rappeler que à partir de+le moment où le recette avoir être acquérir dans le budget , il_expl y avoir obligation pour le université de percevoir ce recette .",A
62,frau-upn_2010040-04_CR_CA_1991-09-23_TEI.s284,La séance est levée .,le séance être lever .,A
1,frau-upn_2010040-04_CR_CA_1995-12-11_TEI.s1,"Après avoir vérifié que le quorum est atteint , le Président ouvre la séance et propose d' examiner la décision budgétaire modificative n° 5 en point 2 de l' ordre du jour .","après avoir vérifier que le quorum être atteindre , le président ouvrir le séance et proposer de examiner le décision budgétaire modificatif n° 5 en point 2 de le ordre de+le jour .",A
2,frau-upn_2010040-04_CR_CA_1995-12-11_TEI.s3,Le procès-verbal du Conseil d' Administration du 9 octobre 1995 est adopté à l' unanimité des membres présents et représentés .,le procès-verbal de+le conseil de administration du 9 octobre 1995 être adopter à le unanimité de+le membre présent et représenter .,A
3,frau-upn_2010040-04_CR_CA_1995-12-11_TEI.s5,M. Gibert présente et commente la DBM n° 5 qui est la dernière de l' année et qui a été longuement examinée par la commission budgétaire .,Monsieur Gibert présenter et commenter le DBM n° 5 qui être le dernier de le année et qui avoir être longuement examiner par le commission budgétaire .,A
4,frau-upn_2010040-04_CR_CA_1995-12-11_TEI.s6,"M. Gibert attire l' attention des membres du Conseil sur les derniers transferts d' heures complémentaires entre composantes , en particulier sur le principe qui a été proposé par la commission budgétaire .","Monsieur Gibert attirer le attention de+le membre de+le conseil sur le dernier transfert de heure complémentaire entre composante , en particulier sur le principe qui avoir être proposer par le commission budgétaire .",A
4,frau-upn_2010040-04_CR_CA_1995-12-11_TEI.s7,"« l' impôt de solidarité » prélevé , à hauteur de 25 % .","« le impôt de solidarité » prélever , à hauteur de 25 % .",A
4,frau-upn_2010040-04_CR_CA_1995-12-11_TEI.s8,sur les UFR excédentaires au bénéfice des UFR déficitaires .,sur le UFR excédentaire à+le bénéfice de+le UFR déficitaire .,A
4,frau-upn_2010040-04_CR_CA_1995-12-11_TEI.s9,"A cette occasion , il rappelle que les UFR sont responsables de leur budget d' heures complémentaires .","à ce occasion , lui rappeler que le UFR être responsable de son budget de heure complémentaire .",A
4,frau-upn_2010040-04_CR_CA_1995-12-11_TEI.s10,"Si elles sont en déficit , elles doivent prendre l' argent sur d' autres crédits ;","si eux être en déficit , eux devoir prendre le argent sur un autre crédit ;",A
4,frau-upn_2010040-04_CR_CA_1995-12-11_TEI.s11,"en cas d' excédent , les sommes peuvent être transférées par exemple , en crédits de fonctionnement ou d' équipement .","en cas de excédent , le somme pouvoir être transférer par exemple , en crédit de fonctionnement ou de équipement .",A
4,frau-upn_2010040-04_CR_CA_1995-12-11_TEI.s12,"Les UFR excédentaires concernées par cette mesure sont les UFR d' Anglais , de Langues et d' APS .","le UFR excédentaire concerner par ce mesure être le UFR de anglais , de Langues et de APS .",A
5,frau-upn_2010040-04_CR_CA_1995-12-11_TEI.s13,M. Gibert précise qu' il a discuté avec chaque directeur d' UFR sur les moyens de combler les déficits d' HC .,Monsieur Gibert préciser que lui avoir discuter avec chaque directeur de UFR sur le moyen de combler le déficit de HC .,A
5,frau-upn_2010040-04_CR_CA_1995-12-11_TEI.s14,On peut dire aujourd'hui que toutes les heures complémentaires de l' année universitaire 1994 / 95 seront liquidées .,on pouvoir dire aujourd'hui que tout le heure complémentaire de le année universitaire 1994 / 95 être liquider .,A
6,frau-upn_2010040-04_CR_CA_1995-12-11_TEI.s15,Mme Dubois exprime le voeu que l' Université n' oublie pas .,Monsieur Dubois exprimer le voeu que le université ne oublier pas .,A
6,frau-upn_2010040-04_CR_CA_1995-12-11_TEI.s16,"le cas échéant , les bons payeurs et M. Fischer demande si les UFR « vertueuses » ne vont pas contribuer de cette manière à pérenniser la situation instable d' autres UFR .","le cas échéant , le bon payeur et Monsieur Fischer demander si le UFR « vertueux » ne aller pas contribuer de ce manière à pérenniser le situation instable de autre UFR .",A
7,frau-upn_2010040-04_CR_CA_1995-12-11_TEI.s17,"M. Gibert rappelle que la réforme des HC s' appuie sur l' observation suivante : lorsque les lignes budgétaires HC étaient centralisées , les UFR ne considéraient pas qu' elles avaient un droit de « tirage » limité .","Monsieur Gibert rappeler que le réforme de+le HC se_expl appuyer sur le observation suivant : lorsque le ligne budgétaire HC être centraliser , le UFR ne considérer pas que eux avoir un droit de « tirage » limiter .",A
7,frau-upn_2010040-04_CR_CA_1995-12-11_TEI.s18,Elles le dépassaient sans se soucier outre mesure de la liquidation des heures et il y avait des dépassements considérables .,eux lui dépasser sans soi soucier outre mesure de le liquidation de+le heure et il_expl y avoir un dépassement considérable .,A
7,frau-upn_2010040-04_CR_CA_1995-12-11_TEI.s19,Maintenant les UFR se voient attribuer un montant d' HC qu' elles doivent elles- mêmes gérer .,maintenant le UFR se_expl voir attribuer un montant de HC que eux devoir il même gérer .,A
7,frau-upn_2010040-04_CR_CA_1995-12-11_TEI.s20,La « vertu » est « récompensée » dans la mesure où les sommes non utilisées peuvent être librement affectées par l' UFR à d' autres dépenses .,le « vertu » être « récompenser » dans le mesure où le somme non utiliser pouvoir être librement affecter par le UFR à un autre dépense .,A
7,frau-upn_2010040-04_CR_CA_1995-12-11_TEI.s21,Cette année il y a eu pour la première fois des paiements entre UFR .,ce année il_expl y avoir avoir pour le premier fois de+le paiement entre UFR .,A
7,frau-upn_2010040-04_CR_CA_1995-12-11_TEI.s22,L' Université a essayé d' attribuer à chacune d' entre elles le montant d' heures qui semblait techniquement justifié .,le université avoir essayer de attribuer à chacun de entre eux le montant de heure qui sembler techniquement justifier .,A
7,frau-upn_2010040-04_CR_CA_1995-12-11_TEI.s23,L' impôt de solidarité ne parait pas scandaleux .,le impôt de solidarité ne parer pas scandaleux .,A
8,frau-upn_2010040-04_CR_CA_1995-12-11_TEI.s24,M. Gibert rappelle solennellement que l' Université est un organisme public .,Monsieur Gibert rappeler solennellement que le université être un organisme public .,A
8,frau-upn_2010040-04_CR_CA_1995-12-11_TEI.s25,Les règles qui s' y appliquent sont celles de la comptabilité et du droit budgétaire publics .,le règle qui se_expl y appliquer être celui de le comptabilité et de+le droit budgétaire public .,A
8,frau-upn_2010040-04_CR_CA_1995-12-11_TEI.s26,"Parmi ces règles , celle de l' engagement préalable est fondamentale :","parmi ce règle , celui de le engagement préalable être fondamental :",A
8,frau-upn_2010040-04_CR_CA_1995-12-11_TEI.s27,Seul l' ordonnateur ou la personne qui a reçu sa délégation peuvent engager une dépense au nom de l' Etablissement : « C' est la loi et elle est bonne » .,seul le ordonnateur ou le personne qui avoir recevoir son délégation pouvoir engager un dépense à+le nom de le etablissement : « ce être le loi et lui être bon » .,A
9,frau-upn_2010040-04_CR_CA_1995-12-11_TEI.s28,M. Imberty insiste auprès des élus présents pour qu' ils transmettent à leurs collègues le message .,Monsieur Imberty insister auprès de+le élu présent pour que eux transmettre à son collègue le message .,A
9,frau-upn_2010040-04_CR_CA_1995-12-11_TEI.s29,La procédure d' engagement des chargés de cours doit être particulièrement respectée .,le procédure de engagement un chargé de cours devoir être particulièrement respecter .,A
9,frau-upn_2010040-04_CR_CA_1995-12-11_TEI.s30,Il ne doit pas y avoir de recrutement « sauvage » en oubliant d' informer le Directeur d' UFR .,lui ne devoir pas y avoir un recrutement « sauvage » en oublier de informer le directeur de UFR .,A
9,frau-upn_2010040-04_CR_CA_1995-12-11_TEI.s31,Toute dérive a des conséquences .,tout dérive avoir un conséquence .,A
10,frau-upn_2010040-04_CR_CA_1995-12-11_TEI.s32,Le Président rend hommage à M. Gibert pour le travail qu' il a accompli .,le président rendre hommage à Monsieur Gibert pour le travail que lui avoir accomplir .,A
11,frau-upn_2010040-04_CR_CA_1995-12-11_TEI.s33,M. Demaldent remarque que l' UFR SPSE bénéficie d' un volume d' HC plus élevé que celui de l' UFR de Droit ..,Monsieur Demaldent remarquer que le UFR SPSE bénéficier de un volume de HC plus élevé que celui de le UFR de droit ..,A
12,frau-upn_2010040-04_CR_CA_1995-12-11_TEI.s34,"M. Gibert explique que lors de l' attribution des enveloppes budgétaires , on essaye , en se basant sur le passé récent , de corriger les inégalités qu' il peut y avoir .","Monsieur Gibert expliquer que lors de le attribution de+le enveloppe budgétaire , on essayer , en se_expl baser sur le passé récent , de corriger le inégalité que lui pouvoir y avoir .",A
12,frau-upn_2010040-04_CR_CA_1995-12-11_TEI.s35,En fait l' UFR de Sciences Juridiques et Politiques est celle qui consomme le moins d' HC par étudiant en raison du système pédagogique économique qu' elle à choisi .,en fait le UFR de Sciences juridique et politique être celui qui consommer le moins de HC par étudiant en raison de+le système pédagogique économique que lui avoir choisir .,A
12,frau-upn_2010040-04_CR_CA_1995-12-11_TEI.s36,La correction ne peut qu' être progressive .,le correction ne pouvoir que être progressif .,A
13,frau-upn_2010040-04_CR_CA_1995-12-11_TEI.s37,M. Gibert signale que le MEN a accordé 5 MF de crédit de paiement pour la sécurité et demande l' accord du Conseil pour rattacher cette recette au budget 1995 .,Monsieur Gibert signaler que le MEN avoir accorder 5 MF de crédit de paiement pour le sécurité et demander le accord de+le conseil pour rattacher ce recette à+le budget 1995 .,A
