Tour,Id_phrase,phrase
94,fradhds-upn_2283W_CR_CA_1984-03-26_TEI.s424,"l' une concerne la difficulté , pour les étudiants d' A.E.S. , d' utiliser la salle d' ordinateur , alors que les étudiants de Sciences Économiques ont toutes facilités d' accès à cette salle ."
94,fradhds-upn_2283W_CR_CA_1984-03-26_TEI.s425,Il faudrait faire quelque chose pour que les U.E.R soient mises à égalité .
94,fradhds-upn_2283W_CR_CA_1984-03-26_TEI.s426,l' autre concerne la redistribution des postes .
94,fradhds-upn_2283W_CR_CA_1984-03-26_TEI.s427,"Il y a des postes vacants sur l' ensemble de l' Université et ils devraient être attribués aux U.E.R qui en ont vraiment besoin , notamment l' A.E.S qui va se retrouver avec les mêmes problèmes de rentrée que l' an dernier , c' est à dire sans professeur de mathématiques ."
95,fradhds-upn_2283W_CR_CA_1984-03-26_TEI.s428,M .
95,fradhds-upn_2283W_CR_CA_1984-03-26_TEI.s429,"Le Président IMBERTY a déjà examiné ce problème avec M. LANGLOIS , le poste existait et n' a jamais été supprimé , mais il n' a pas trouver de candidat qui accepte et corresponde au profil du poste ."
95,fradhds-upn_2283W_CR_CA_1984-03-26_TEI.s430,"En ce qui concerne la redistribution des emplois , c' est une affaire complexe ."
95,fradhds-upn_2283W_CR_CA_1984-03-26_TEI.s431,"Le Ministère gèle , ou reprend , les postes vacants des disciplines dites , surencadrées ."
95,fradhds-upn_2283W_CR_CA_1984-03-26_TEI.s432,"Le problème c' est que les postes repris ne sont pas remis dans l' Université , à d' autres disciplines , mais dans d' autres Universités car la difficulté pour Paris X est que par rapport à la moyenne nationale Nanterre apparaît , selon les critères ministériels , comme étant sur encadrée , ce qui n' est pas le cas le l' A.E.S . pour l' ensemble de la France ."
95,fradhds-upn_2283W_CR_CA_1984-03-26_TEI.s433,"La commission de réattribution d' emploi a redistribué , chaque fois que c' était possible , des emplois en A.E.S. , mais il faut tenir compte des carrières et ce n' est qu' un ou deux postes au maximum qui peuvent être redéployés ."
95,fradhds-upn_2283W_CR_CA_1984-03-26_TEI.s434,C' est tout ce que peut faire l' Université .
96,fradhds-upn_2283W_CR_CA_1984-03-26_TEI.s435,La séance est levée à 18 H . 30 .
1,fradhds-upn_2283W_CR_CA_1984-06-04_TEI.s1,M. le Président IMBERTY ouvre la séance à 13 h 30 et donne lecture des excuses et procurations .
1,fradhds-upn_2283W_CR_CA_1984-06-04_TEI.s2,Adoption des procès-verbaux des conseils de l' université des 5 et 26 mars 1984
2,fradhds-upn_2283W_CR_CA_1984-06-04_TEI.s3,Ces deux procès-verbaux sont adoptés à l' unanimité .
3,fradhds-upn_2283W_CR_CA_1984-06-04_TEI.s5,"M. IMBERTY rappelle que l' an dernier la convention unissant Paris X à Paris V avait été dénoncée , puisque le Centre Jourdan ne remplissait plus ses obligations ."
3,fradhds-upn_2283W_CR_CA_1984-06-04_TEI.s6,"La D.E.S.U.P souhaitant l' organisation dans chaque Université d' un service de Médecine Préventive , au sein de chaque académie , un conseil d' Administration a donc été crée et 3 étudiants élus au conseil de l' Université doivent y siéger ."
4,fradhds-upn_2283W_CR_CA_1984-06-04_TEI.s7,"Le Président IMBERTY suspend la séance , afin que le collège étudiant puisse proposer ses candidats pour :"
4,fradhds-upn_2283W_CR_CA_1984-06-04_TEI.s8,le conseil d' Administration de la Médecine Préventive ( 3 membres duconseil de l' Université )
4,fradhds-upn_2283W_CR_CA_1984-06-04_TEI.s9,la commission Disciplinaire ( 5 membres du conseil de l' Université )
4,fradhds-upn_2283W_CR_CA_1984-06-04_TEI.s10,le conseil d' Administration du Centre Audio-Visuel ( 1 étudiant )
5,fradhds-upn_2283W_CR_CA_1984-06-04_TEI.s11,"Après cette interruption de séance , le collège étudiant propose les candidats suivants :"
5,fradhds-upn_2283W_CR_CA_1984-06-04_TEI.s12,Pour le conseil d' Administration de la Médecine Préventive
5,fradhds-upn_2283W_CR_CA_1984-06-04_TEI.s13,Les propositions sont faites dans le respect des résultats électoraux et la représentativité des organisations étudiantes :
5,fradhds-upn_2283W_CR_CA_1984-06-04_TEI.s14,2 étudiants U.N.E.F-I.D
5,fradhds-upn_2283W_CR_CA_1984-06-04_TEI.s15,M. CABIRAN
5,fradhds-upn_2283W_CR_CA_1984-06-04_TEI.s16,M. DHOMBRES
5,fradhds-upn_2283W_CR_CA_1984-06-04_TEI.s17,1 étudiant Indépendant
5,fradhds-upn_2283W_CR_CA_1984-06-04_TEI.s18,M. LABUSSIERE
5,fradhds-upn_2283W_CR_CA_1984-06-04_TEI.s19,Pour la commission Disciplinaire
6,fradhds-upn_2283W_CR_CA_1984-06-04_TEI.s20,l' U.N.E.F-I.D boycotte cette commission et les étudiants Indépendants ne se présentent pas .
6,fradhds-upn_2283W_CR_CA_1984-06-04_TEI.s21,MM . AMENT et CZARNES de l' A.G.E.N-U.N.E.F sont candidats .
7,fradhds-upn_2283W_CR_CA_1984-06-04_TEI.s23,Le collège étudiant propose M. DHOMBRES ( U.N.E.F - I.D )
8,fradhds-upn_2283W_CR_CA_1984-06-04_TEI.s24,M. le Président IMBERTY soumet au vote du conseil les candidatures proposées par le collège étudiant .
8,fradhds-upn_2283W_CR_CA_1984-06-04_TEI.s25,Conseil d' Administration de la Médecine Préventive Ont obtenu : 52 votants
8,fradhds-upn_2283W_CR_CA_1984-06-04_TEI.s26,M. AMENT
8,fradhds-upn_2283W_CR_CA_1984-06-04_TEI.s27,20 voix
8,fradhds-upn_2283W_CR_CA_1984-06-04_TEI.s28,M. CABIRAN
8,fradhds-upn_2283W_CR_CA_1984-06-04_TEI.s29,32 voix
8,fradhds-upn_2283W_CR_CA_1984-06-04_TEI.s30,M. DHOMBRES
8,fradhds-upn_2283W_CR_CA_1984-06-04_TEI.s31,34 voix
8,fradhds-upn_2283W_CR_CA_1984-06-04_TEI.s32,M. LABUSSIERE
8,fradhds-upn_2283W_CR_CA_1984-06-04_TEI.s33,38 voix
8,fradhds-upn_2283W_CR_CA_1984-06-04_TEI.s34,5 bulletins nuls
8,fradhds-upn_2283W_CR_CA_1984-06-04_TEI.s35,1 bulletin blanc
8,fradhds-upn_2283W_CR_CA_1984-06-04_TEI.s36,Sont élus :
8,fradhds-upn_2283W_CR_CA_1984-06-04_TEI.s37,M. LABUSSIERE
8,fradhds-upn_2283W_CR_CA_1984-06-04_TEI.s38,M. DHOMBRES
8,fradhds-upn_2283W_CR_CA_1984-06-04_TEI.s39,M. CABIRAN
8,fradhds-upn_2283W_CR_CA_1984-06-04_TEI.s40,Commission Disciplinaire
8,fradhds-upn_2283W_CR_CA_1984-06-04_TEI.s41,Ont obtenu : 52 votants
8,fradhds-upn_2283W_CR_CA_1984-06-04_TEI.s42,M. AMENT
8,fradhds-upn_2283W_CR_CA_1984-06-04_TEI.s43,26 voix
8,fradhds-upn_2283W_CR_CA_1984-06-04_TEI.s44,M. CZARNES
8,fradhds-upn_2283W_CR_CA_1984-06-04_TEI.s45,26 voix
8,fradhds-upn_2283W_CR_CA_1984-06-04_TEI.s46,M. DARRIULAT
8,fradhds-upn_2283W_CR_CA_1984-06-04_TEI.s47,1 voix
8,fradhds-upn_2283W_CR_CA_1984-06-04_TEI.s48,Sont élus :
8,fradhds-upn_2283W_CR_CA_1984-06-04_TEI.s49,M. AMENT
8,fradhds-upn_2283W_CR_CA_1984-06-04_TEI.s50,M. CZARNES
8,fradhds-upn_2283W_CR_CA_1984-06-04_TEI.s51,Commission d' Administration du Centre Audio Visuel
8,fradhds-upn_2283W_CR_CA_1984-06-04_TEI.s52,M. DHOMBRES
8,fradhds-upn_2283W_CR_CA_1984-06-04_TEI.s53,43 voix
8,fradhds-upn_2283W_CR_CA_1984-06-04_TEI.s54,52 votants
8,fradhds-upn_2283W_CR_CA_1984-06-04_TEI.s55,Il est élu .
9,fradhds-upn_2283W_CR_CA_1984-06-04_TEI.s57,Il s' agit d' élire un représentant du collège A. M. le Professeur GUILLAUME est élu à l' unanimité .
10,fradhds-upn_2283W_CR_CA_1984-06-04_TEI.s59,M. BLANCHET présente ce compte financier ( voir annexe I ) .
10,fradhds-upn_2283W_CR_CA_1984-06-04_TEI.s60,"Il fait remarquer qu' il apparait pour la 1ère fois un déficit dans une U.E.R : il s' agit de l' U.E.R de Sciences Juridiques ( 18 341,83 + les dépenses engagées non mandatées , les engagements non mandatés ont été particulièrement vérifiés par la commission budgétaire ."
10,fradhds-upn_2283W_CR_CA_1984-06-04_TEI.s61,"En ce qui concerne les services généraux , l' Université proprement dite et les U.E.R , nous terminons l' année 83 sans déficit ."
11,fradhds-upn_2283W_CR_CA_1984-06-04_TEI.s62,M. le Président met aux voix le compte financier 1983 .
12,fradhds-upn_2283W_CR_CA_1984-06-04_TEI.s63,Il est approuvé à l' unanimité .
13,fradhds-upn_2283W_CR_CA_1984-06-04_TEI.s65,"M. IMBERTY rappelle qu' en mars dernier , le conseil de l' Université a refusé en 1ère lecture le budget en déséquilibre , qui a donc été transmis en l' état au Rectorat de Versailles ."
13,fradhds-upn_2283W_CR_CA_1984-06-04_TEI.s66,Le Recteur demande au conseil de le réexaminer en 2ème lecture pour le mettre en équilibre .
13,fradhds-upn_2283W_CR_CA_1984-06-04_TEI.s67,"Mme MORTUREUX , Vice-Présidente chargée des Moyens présente le budget équilibré établi par les services financiers ."
14,fradhds-upn_2283W_CR_CA_1984-06-04_TEI.s68,"En ce qui concerne le placement de fonds , M. BLANCHET a eu des contacts avec la Société Générale et le placement de disponibilités appartenant à l' Université apporterait quelque chose d' important et d' intéressant ."
14,fradhds-upn_2283W_CR_CA_1984-06-04_TEI.s69,"Si le conseil y était favorable , on pourrait donc placer les disponibilités mais à la condition que les intérêts soient affectés à des dépenses d' intérêt général ( sécurité campus , entretien , éclairage etc... ) ."
15,fradhds-upn_2283W_CR_CA_1984-06-04_TEI.s70,"Mme RENVERSEZ fait remarquer qu' il peut paraître curieux qu' une Université ayant un déficit envisage un placement , mais cela tient du décalage entre les périodes des recettes et des dépenses ."
15,fradhds-upn_2283W_CR_CA_1984-06-04_TEI.s71,Elle pense qu' il s' agit d' une bonne opération au niveau de la gestion .
15,fradhds-upn_2283W_CR_CA_1984-06-04_TEI.s72,"Aucun fond ne reste inemployé ( nous mettons nos fonds à la disposition d' une banque nationalisée en entrant ainsi dans le financement de l' économie française , et en échange nous percevons un taux de rémunération intéressant ) ."
15,fradhds-upn_2283W_CR_CA_1984-06-04_TEI.s73,La commission budgétaire est tout-à-fait favorable à cette opération .
16,fradhds-upn_2283W_CR_CA_1984-06-04_TEI.s74,"M. IMBERTY rappelle que depuis 1981 , année où l' Université a instauré la contribution exceptionnelle des étudiants , elle n' a plus la maîtrise de son budget ."
16,fradhds-upn_2283W_CR_CA_1984-06-04_TEI.s75,"C' est une situation dommageable pour l' Université car les délais de la procédure de règlement du budget par le Recteur , sont très longs , et ne peut être définitivement arrêté que fin octobre ou décembre ."
16,fradhds-upn_2283W_CR_CA_1984-06-04_TEI.s76,"Les subventions ministérielles étant d' autre part tardivement versées , l' Université se trouve ainsi dans une situation tout-à-fait anormale ."
17,fradhds-upn_2283W_CR_CA_1984-06-04_TEI.s77,"Le Président précise au conseil que le prochain décret financier régissant les Universités , modifiera notablement le régime financier des Universités , notamment lorsque ces dernières refusent de voter un budget en équilibre ."
17,fradhds-upn_2283W_CR_CA_1984-06-04_TEI.s78,"Ce ne sera désormais plus le rôle du Recteur , mais cela relèvera directement de la D.E.S.U.P , qui mettra sous tutelle l' établissement , qui le restera tant qu' il n' aura pas rétabli sa situation financière ."
17,fradhds-upn_2283W_CR_CA_1984-06-04_TEI.s79,"Il y a là un net changement de perspectives : la mise sous tutelle de l' établissement ne permet pas d' obtenir des subventions supplémentaires , mais au contraire oblige à régler le budget avec les moyens mis à la disposition de l' Université en début d' année ."
17,fradhds-upn_2283W_CR_CA_1984-06-04_TEI.s80,Ce décret qui doit paraître au J.0 dans les semaines à venir s' appliquera à la date de sa parution .
17,fradhds-upn_2283W_CR_CA_1984-06-04_TEI.s81,Y aura -t-il des mesures transitoires ?
18,fradhds-upn_2283W_CR_CA_1984-06-04_TEI.s82,M. IMBERTY rappelle les termes du contrat signé avec le Ministère où l' Université s' engage à certaines mesures de redressements financiers afin de retrouver son équilibre budgétaire .
18,fradhds-upn_2283W_CR_CA_1984-06-04_TEI.s83,"En contre-partie , le Ministère s' engage à nous donner une subvention complémentaire au titre du surcoût du gardiennage ."
19,fradhds-upn_2283W_CR_CA_1984-06-04_TEI.s84,"M. IMBERTY a la certitude , si le contrat est maintenu , que la somme de l' an dernier sera reconduite ( 400 000 F au titre du surcoût du gardiennage ) ."
19,fradhds-upn_2283W_CR_CA_1984-06-04_TEI.s85,Le contrat engage l' Université à ne plus recruter de vacataires sur le budget Université et à faire glisser sur des postes du budget Etat les personnels hors-statuts .
19,fradhds-upn_2283W_CR_CA_1984-06-04_TEI.s86,Comment le Ministère a -t-il tenu le contrat ?
19,fradhds-upn_2283W_CR_CA_1984-06-04_TEI.s87,Certains des postes vacants nous ont été retirés ( 2 en 83 : procédure de recours entamée par l' Université au nom du contrat demandant qu' ils nous soient restitués ) .
19,fradhds-upn_2283W_CR_CA_1984-06-04_TEI.s88,"En 1983 , 5 personnes rémunérées sur budget Université sont passées sur budget Etat ."
19,fradhds-upn_2283W_CR_CA_1984-06-04_TEI.s89,A terme la résorption des personnels est une perte sèche en personnel administratif .
19,fradhds-upn_2283W_CR_CA_1984-06-04_TEI.s90,"Les directives gouvernementales prévoient d' ici à 1986 , une diminution de 10 % du personnel de la Fonction Publique ."
19,fradhds-upn_2283W_CR_CA_1984-06-04_TEI.s91,Il appartient au conseil de bien prendre la mesure des choses dans les termes qui viennent d' être indiqués .
20,fradhds-upn_2283W_CR_CA_1984-06-04_TEI.s92,"M. THOMAS est favorable à ce que l' Université ait la maîtrise de son budget , car la mise sous tutelle la prive de moyens et l' empêche de prendre des décisions en période de réforme ."
20,fradhds-upn_2283W_CR_CA_1984-06-04_TEI.s93,"L' auto-financement de l' I.E.P fait qu' il n' a aucun moyen de financement qui soit permanent et plutôt que de prendre sur les ressources de l' I.E.P , il faudrait que ce soit l' ensemble des U.E.R qui mettent en oeuvre une véritable politique de formation professionnelle et de formation continue ."
20,fradhds-upn_2283W_CR_CA_1984-06-04_TEI.s94,Il faut saisir l' occasion offerte par la nouvelle loi sur l' enseignement supérieur qui prévoit l' intégration de la formation initiale et de la formation continue .
20,fradhds-upn_2283W_CR_CA_1984-06-04_TEI.s95,"Les entreprises qui doivent payer 1,1 % de la masse salariale pour des actions de formation continue pour leur personnel , doivent depuis 1 an , affecter le 1/ 10ème de ce 1,1 % pour le financement des congés de formation individuels ( formation à l' initiative du salarié ) ."
20,fradhds-upn_2283W_CR_CA_1984-06-04_TEI.s96,"Le 0,1 % que les entreprises doivent affecter aux congés annuels de formation est versé à des fonds de gestion du congé individuel de formation ( F.O.N.G.E.C.I.F ) ( 1 par région ) ."
20,fradhds-upn_2283W_CR_CA_1984-06-04_TEI.s97,Le salarié fait une demande de formation auprès de cet organisme qui va rembourser le salaire de l' individu à l' entreprise et le F.O.N.G.E.C.I.F peut prendre en charge tout ou partie du coût de la formation .
20,fradhds-upn_2283W_CR_CA_1984-06-04_TEI.s98,"Ces salariés attirés par des formations de type universitaire , se présentent à l' I.E.P et au C.I.O.U.X , et c' est ce genre de public que l' Université à vocation d' accueillir dans ses deuxièmes cycles qui doivent être à finalité professionnelle , mais cela pose un problème d' adaptation pédagogique et un environnement pédagogique adapté / doit être prévu ."
20,fradhds-upn_2283W_CR_CA_1984-06-04_TEI.s99,"Paris X Nanterre a déjà des formations initiales qui peuvent s' adapter à des formations continues ( Sciences Economiques , Sciences Juridiques ) ."
20,fradhds-upn_2283W_CR_CA_1984-06-04_TEI.s100,"Le financement des indemnités de formation pour les demandeurs d' emploi a disparu , l' I.E.P va donc voir un public important disparaître , d' où la raison de se tourner vers le congé annuel de formation ."
